,Fiscal Year Period,Fiscal Year,Service,Department,Program,Fund,Category,Expense Category,Account Code,Invoice Description,Vendor,Vendor Number,Zip,Contract Number,PO Number,PO Line,Invoice Number,Invoice Line,Invoice Distribution Line,Amount,Invoice Date,Payment Method,Payment Date,Payment Number,Payment Status
548,12,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,473773,1.0,1,305716.01,6/5/19,EFT,6/26/19,563620,RECONCILED
549,11,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052919A,1.0,1,30900.0,5/29/19,WIRE,6/4/19,1102255,RECONCILED
550,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,31119,1.0,1,165000.0,3/11/19,WIRE,5/2/19,1102202,RECONCILED
551,11,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052919A,1.0,1,309000.0,5/29/19,WIRE,6/4/19,1102255,RECONCILED
552,12,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,473666,1.0,1,45989.5,6/5/19,EFT,6/26/19,563625,RECONCILED
553,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,1365579,1.0,1,880000.0,3/1/19,WIRE,4/16/19,1102170,RECONCILED
554,11,2018,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R26053,1.0,1,30809.24,5/20/18,EFT,6/27/18,523756,RECONCILED
555,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,31119,3.0,1,1085000.0,3/11/19,WIRE,5/2/19,1102202,RECONCILED
556,11,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052919A,1.0,1,147276.0,5/29/19,WIRE,6/4/19,1102255,RECONCILED
557,11,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052919A,1.0,1,4944000.0,5/29/19,WIRE,6/4/19,1102255,RECONCILED
558,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,31119,6.0,1,940000.0,3/11/19,WIRE,5/2/19,1102202,RECONCILED
559,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,15274-7046,,,,606455523APR19,1.0,1,1506510.0,4/4/19,WIRE,4/16/19,1102171,RECONCILED
560,12,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R81926,1.0,1,77030.14,7/1/20,WIRE,7/2/20,1103016,RECONCILED
561,10,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,385515,1.0,1,260847.32,3/18/19,EFT,4/9/19,554018,RECONCILED
562,12,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,473662,1.0,1,970207.22,6/5/19,EFT,6/26/19,563627,RECONCILED
563,12,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,473667,1.0,1,650460.77,6/5/19,EFT,6/26/19,563624,RECONCILED
564,11,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052919A,1.0,1,45849.0,5/29/19,WIRE,6/4/19,1102255,RECONCILED
565,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R52605,1.0,1,192254.0,9/20/19,WIRE,10/1/19,1102476,RECONCILED
566,12,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,837432,1.0,1,310697.91,6/5/20,EFT,6/26/20,604323,RECONCILED
567,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,6.0,1,189316.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
568,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,3.0,1,214320.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
569,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,8.0,1,158653.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
570,3,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,91218,8.0,1,463750.0,9/12/18,WIRE,9/26/18,1101743,RECONCILED
571,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,1.0,1,1840435.22,7/23/19,WIRE,8/1/19,1102365,RECONCILED
572,11,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,052920A,4.0,1,5129600.0,5/29/20,WIRE,6/2/20,1102953,RECONCILED
573,1,2018,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R69294,1.0,1,68075.66,6/20/17,WIRE,7/5/17,1007095,RECONCILED
574,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000141527S20190729,1.0,1,1591102.69,6/28/19,WIRE,7/29/19,1102361,RECONCILED
575,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,5.0,1,2125000.0,7/23/19,WIRE,8/1/19,1102365,RECONCILED
576,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,1.0,1,7060085.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
577,10,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R40776,1.0,1,235009.0,3/20/20,WIRE,4/23/20,1102877,RECONCILED
578,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,7.0,1,1736080.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
579,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,7.0,1,166667.0,7/23/19,WIRE,8/1/19,1102365,RECONCILED
580,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,8.0,1,492898.12,7/23/19,WIRE,8/1/19,1102365,RECONCILED
581,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,4.0,1,6708333.0,7/23/19,WIRE,8/1/19,1102365,RECONCILED
582,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,6.0,1,971060.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
583,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,2.0,1,13594875.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
584,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000141526S20190729,1.0,1,100222.21,7/9/19,WIRE,7/29/19,1102360,RECONCILED
585,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,90519,4.0,1,470000.0,9/5/19,WIRE,9/25/19,1102458,RECONCILED
586,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,2.0,1,3625000.0,7/23/19,WIRE,8/1/19,1102365,RECONCILED
587,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,1.0,1,1381772.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
588,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,4.0,1,23538030.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
589,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,3.0,1,458333.33,7/23/19,WIRE,8/1/19,1102365,RECONCILED
590,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,5.0,1,644746.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
591,6,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121318,6.0,1,551250.0,12/13/18,WIRE,12/26/18,1101975,RECONCILED
592,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,505365,1.0,1,864021.33,7/8/19,EFT,7/29/19,567337,RECONCILED
593,6,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121318,7.0,1,365000.0,12/13/18,WIRE,12/26/18,1101975,RECONCILED
594,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,5.0,1,2276040.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
595,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,62419,1.0,1,838674.0,6/24/19,EFT,7/11/19,565508,RECONCILED
596,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,7.0,1,751013.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
597,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072319A,6.0,1,833333.33,7/23/19,WIRE,8/1/19,1102365,RECONCILED
598,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,2.0,1,1830650.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
599,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,9.0,1,1786.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
600,3,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,91218,7.0,1,365000.0,9/12/18,WIRE,9/26/18,1101743,RECONCILED
601,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,3.0,1,1996585.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
602,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,90519,2.0,1,403750.0,9/5/19,WIRE,9/25/19,1102458,RECONCILED
603,3,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092519A,4.0,1,3757744.0,9/25/19,WIRE,10/1/19,1102475,RECONCILED
604,1,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062519A,8.0,1,1782245.0,6/25/19,WIRE,7/8/19,1102328,RECONCILED
605,6,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121318,8.0,1,463750.0,12/13/18,WIRE,12/26/18,1101975,RECONCILED
606,3,2019,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,91218,6.0,1,551250.0,9/12/18,WIRE,9/26/18,1101743,RECONCILED
607,11,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,791615,1.0,1,212943.29,4/27/20,EFT,5/22/20,599011,RECONCILED
608,10,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,031020A,3.0,1,2775000.0,3/30/20,WIRE,5/1/20,1102896,RECONCILED
609,10,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,746764,1.0,1,154865.05,3/12/20,EFT,4/8/20,594293,RECONCILED
610,10,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,1560998,1.0,1,900000.0,3/2/20,WIRE,4/19/20,1102869,RECONCILED
611,12,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,837349,1.0,1,170850.19,6/5/20,EFT,6/25/20,604036,RECONCILED
612,12,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,817137,1.0,1,67516.77,5/19/20,EFT,6/16/20,602487,RECONCILED
613,2,2020,Transportation,Transportation,Parking Fixed Costs,Bethesda Parking,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,SUNTRUST BANK INC,34045,21229-0079,,,,82819,1.0,1,681000.0,8/28/19,WIRE,8/28/19,1102408,RECONCILED
614,3,2021,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,929239,1.0,1,157545.76,9/11/20,EFT,10/7/20,614921,RECONCILED
615,3,2021,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,929240,1.0,1,112013.26,9/11/20,EFT,10/7/20,614920,RECONCILED
616,1,2017,Transportation,Transportation,Parking Fixed Costs,Bethesda Parking,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,SUNTRUST BANK INC,34045,21229-0079,,,,72716,1.0,1,633000.0,7/27/16,WIRE,8/1/16,1006189,RECONCILED
617,1,2021,Transportation,Transportation,Parking Fixed Costs,Bethesda Parking,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,SUNTRUST BANK INC,34045,21229-0079,,,,2010110008,1.0,1,700000.0,7/17/20,WIRE,7/31/20,1103089,RECONCILED
618,6,2016,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121815,1.0,1,1216250.0,12/18/15,WIRE,12/24/15,1005593,RECONCILED
619,6,2018,General Government,Alcohol Beverage Services,Administration,Liquor,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,122217,6.0,1,446250.0,12/22/17,WIRE,12/27/17,1101040,RECONCILED
620,3,2021,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,092420A,2.0,1,2674225.0,9/24/20,WIRE,10/1/20,1103205,RECONCILED
